ID,EC,OM,BD,P,SAND,SILT,CLAY,N,K,Ca,Mg,Na,CEC,SAR,ESP,Class.pH
491,0.4,0.1,1.3,4.3,10.2,44.7,45.1,0.1,31.12,14.4,7.5,0.4,31.6,0,0,Moderately acidic
493,0.3,3.6,1.2,25.5,58.2,32.7,9.1,0.9,1,5,0.8,0,65.9,0,0,Strongly acidic
494,0.3,4.1,1.3,26.5,32.2,22.7,45.1,0.1,0.5,4.9,0.6,0.3,41.6,0.1,0,Strongly acidic
495,0.2,3.5,1.3,1.1,20.2,24,55.8,0.3,1.1,20.9,8.9,1.1,27.7,0.1,0.1,Moderately alkaline
496,0.2,3.1,1.3,4,43.5,29.1,26.5,0.1,1.1,2.8,1.5,30.12,10.2,0,0,Neutral
497,0.3,4.6,1.3,2.1,20.9,11.3,67.8,0.1,1.7,3.7,6.9,2.2,32.8,0.4,0.1,Moderately alkaline
20.5,1.4,1.3,1.6,7.2,26.2,46.7,27.1,0.1,3,41.4,4.6,6.4,15,0.2,0.4,Moderately alkaline
511,0.2,1.7,1.7,32.1,30.8,32,37.2,0.1,1.4,23.1,6.3,1.1,35.7,0.1,0,Neutral
512,0.2,1.1,1.7,27.9,23.5,28,48.5,0.1,0.5,2.9,1.3,30.12,9.4,0,0,Strongly acidic
513,0.4,1.6,1.4,0,47.5,27.1,24.5,0.2,0.9,45.2,6.7,0.8,12.3,0,0.1,Moderately alkaline
515,0.4,3.1,1.3,12.7,65.5,17.1,16.5,0.1,0.4,7.1,2.5,1.3,3.6,0.2,0.3,Moderately alkaline
30.5,2.7,5.2,1.1,6.9,30.8,18,51.2,0.1,0.7,35.8,6,1,51.4,0,0,Moderately alkaline
517,0.3,2.6,1.3,18.1,37.5,24.7,37.8,0.1,0.8,63.9,2.1,0.6,46.4,0,0,Moderately alkaline
525,0.2,2.2,1.6,62.1,36.8,6,57.2,0.2,0.9,54.4,2.6,5.7,35.3,0.1,0.2,Moderately alkaline
526,0.4,1.1,1.5,1.1,32.2,12.2,23.8,0.3,0.9,0,0.6,1.4,2.1,3.2,0.7,Moderately acidic
527,0.3,3.3,1.5,32.1,44.8,27.1,27.2,0.1,0.5,3.8,1.6,0.2,12.7,0.1,0,Strongly acidic
528,0.5,2.1,1.4,10.7,36.2,22,41.8,0.1,1.8,36.7,4.9,4.8,16,0.2,0.3,Strongly alkaline
529,0.4,3.8,1.3,6.9,44.9,17.8,37.2,0.1,1.4,27.1,5.2,1.2,47.8,0.1,0,Moderately alkaline
534,0.3,0.8,1.3,6.3,76.9,9.8,13.2,0.1,1.3,4.2,0.9,0.4,11.7,0.1,0,Moderately acidic
536,0.2,1.1,1.4,79.3,58.9,15.8,25.2,0.1,1.5,12.8,3,0.9,27.4,0.1,0,Moderately alkaline
537,0.4,0.9,1.6,4.3,52.2,27.1,19.8,0.1,3.4,34.9,3.6,1.1,33.3,0,0,Moderately alkaline
538,0.4,5.2,1.3,11.8,14.2,33.3,52.5,0.1,0.6,14.2,4.3,2,31.4,0.1,0.1,Moderately alkaline
539,0.2,3.7,1.3,1.1,14.2,24,61.8,0.3,0.8,22.9,10.6,3.4,26.2,0.2,0.1,Moderately alkaline
544,0.3,1.4,1.3,17.8,28.2,22.2,17.8,0,0.2,5.8,2.7,0.4,16.7,0.1,0,Strongly acidic
545,0.7,0.4,1.5,6.3,22,69.3,8.7,0.1,0.5,17.6,4.4,0.5,1.9,0,0.3,Moderately alkaline
546,0.3,7.1,1.4,2.1,28.8,21.3,50,0.1,31.12,10.4,1.9,1.1,31.1,0.3,0.1,Moderately alkaline
550,0.5,4.9,1.4,19.6,22.9,31.3,45.8,0.2,1.5,52.6,5.6,1.2,34.1,0,0,Moderately alkaline
552,0.2,2.3,1.4,4,41.5,26,32.5,0.1,1.1,2.7,1.9,0.3,12.2,0.1,0,Moderately alkaline
554,0.6,2.4,1.3,4.2,2.9,29.3,67.8,0.2,0.9,76.6,2.8,1.1,64,0,0,Moderately alkaline
8.7,1.1,1.6,NA,16.8,72.2,2.7,25.1,0.1,0.7,2.6,1.3,0.1,19.7,0,0,Moderately acidic
558,0.2,0.4,1.6,47.1,59.5,13.1,26.5,0.2,11.9,30.8,3.3,1.6,62.5,0.1,0,Neutral
559,0.3,3.1,1.6,30.3,11.5,26.6,62,0.2,0.6,15.1,3.7,0.2,21.9,0,0,Moderately alkaline
561,0.2,1.1,1.7,17.1,32.2,28,39.8,0.1,0.2,17.1,9.2,0.4,48.1,0,0,Moderately acidic
564,0.3,3.1,1.3,8.1,32.2,28.7,39.1,0.1,2.4,45.6,3.3,1.3,27.5,0,0,Moderately alkaline
568,0.3,1.6,1.2,2.1,60.8,17.3,22,0.2,11.2,20.4,0.4,2.7,17.9,0.2,0.2,Strongly alkaline
569,0.2,1.2,1.4,14.7,72.2,13.1,13.8,0.1,0.2,4.4,4.9,0,3,0,0,Strongly acidic
570,0.5,1.6,1.3,10.5,34.2,22,43.8,0.1,1.1,9.7,4.2,0.6,15,0.1,0,Neutral
571,0.5,31.12,1.4,23.6,18.2,32,49.8,0.2,1.3,1.1,2.7,0,13,0,0,Moderately acidic
572,0.1,0.4,1.5,36.4,36.2,24,39.8,0.1,2.1,19.3,10.4,0.1,28.3,0,0,Neutral
573,0.3,0.7,1.6,57.9,58.2,24.7,17.1,0.1,0.9,9.3,1.9,30.12,1.8,0,0,Neutral
574,0.2,0.9,1.5,30,44,33.3,22.7,1.1,0.2,7.3,0.3,0.1,3.9,0,0,Strongly acidic
575,0.3,0.7,1.7,2.1,16.9,31.8,51.2,0.1,1.9,34.2,9.8,2.3,55.7,0.1,0,Neutral
578,0.7,2.9,1.5,8.6,42,24,34,0.1,1.1,53.3,2.5,0.7,33.7,0,0,Moderately alkaline
580,0.6,5.4,1.1,18.6,37.5,30,32.5,0.1,0.7,59.1,1.6,0.4,47.3,0,0,Moderately alkaline
584,0.2,3.2,1.4,6,66.9,15.3,17.8,30.12,1.3,8.6,1.8,0.5,16.6,0.1,0,Strongly acidic
585,0.4,2.1,1.3,12.6,26.2,12.2,29.8,30.12,1.1,30.8,3.1,1.9,27.1,0.1,0.1,Strongly alkaline
587,0.1,0.7,1.6,47.1,61.5,21.3,17.2,0.1,1.1,3.2,0.9,0.2,10.2,0.1,0,Moderately acidic
588,0.3,0.7,1.5,66.4,59.5,15.3,25.2,0.1,2.9,5.5,0.4,30.12,8.4,0,0,Neutral
589,0.3,0.4,1.4,70.7,49.5,33.3,17.2,0.1,0.7,1.3,0.3,30.12,4.9,0,0,Moderately acidic
590,0.3,0.7,1.6,23.6,44.2,27.1,27.8,0.3,0.9,1.3,2.1,30.12,9.4,0,0,Neutral
591,0.4,0.7,1.6,19.3,29.5,26.7,43.8,0.1,0.2,13.9,6.8,2.4,38.4,0.2,0.1,Moderately acidic
592,0.6,1.1,1.3,17.1,18.2,32.7,49.1,0,0.4,7.9,9.9,0.5,30,0.1,0,Moderately acidic
593,0.4,1.2,1.4,6.4,20,51.3,28.7,0.2,0.3,16.9,1.9,0.3,12.7,0,0,Moderately alkaline
597,0.4,1.3,1.4,4.3,38.2,2.2,27.8,0.1,2.5,33.2,2.5,0.9,25,0,0,Moderately alkaline
28.8,2.3,1.3,1.3,14.7,76.9,11.3,11.8,0.1,0,0.4,0.2,0.2,4.7,0.6,0,Strongly acidic
607,0.7,3.9,1.4,46.2,49.5,18.7,31.8,0.1,1.2,11.6,3,0.5,25.2,0.1,0,Neutral
609,0.3,1.2,1.4,32.1,16.8,30,53.2,0.1,1.4,16.4,6.4,1.3,35.2,0.1,0,Neutral
610,0.2,0.7,1.7,10.7,15.5,24,60.5,0.1,0.8,25.3,2.6,30.12,12.7,0,0,Strongly alkaline
612,0.1,0.7,1.7,42.9,69.5,9.1,20.5,0.1,0.9,2,0.7,30.12,4.2,0,0,Moderately acidic
613,0.3,0.7,1.6,6.4,24,33.3,42.7,0.1,0.3,5.7,0.9,0.1,16.9,0,0,Strongly alkaline
617,0.6,1.3,1.5,17.8,10.2,54,35.8,0.1,0.4,45.9,1.9,0.1,15.4,0,0,Moderately alkaline
618,0.4,2.1,1.4,21,67.5,15.1,16.5,0.1,0.8,4.1,1.8,30.12,7.1,0,0,Neutral
619,0.4,0.9,1.4,2.1,28.9,19.8,51.2,0.1,0.8,21.8,5.2,1.3,43.2,0.1,0,Moderately acidic
620,0.1,0.7,1.7,38.6,22,41.3,36.7,0.2,0.6,27.4,1,0.1,13.7,0,0,Moderately alkaline
621,0.1,0.7,1.5,21.4,27.5,40,32.5,0.3,1.9,30.4,6.5,0.1,27.6,0,0,Moderately alkaline
622,0.2,0.4,1.5,27.9,12.2,21.3,34.7,0.5,0.5,23.6,2.1,0.1,12.1,0,0,Moderately alkaline
623,0.2,0.4,1.7,85.7,16.2,34.7,49.1,0.2,1.1,26.9,2.2,0,28,0,0,Moderately alkaline
627,0.4,2.2,1.3,16.8,56.2,28.7,15.1,0.2,0.1,1,0.5,0.2,32.4,0.2,0,Moderately acidic
628,0.6,2.2,1.3,29.4,41.5,16,42.5,0.1,0.5,2.1,4.2,0,12,0,0,Moderately acidic
629,0.5,1.7,1.5,30,58.9,31.1,9.1,1.4,0.3,0.4,1,30.12,9.2,0,0,Moderately acidic
630,0.3,3.3,1.4,27.9,28,35.3,36.7,0.1,31.12,13.7,6.2,0.3,24.1,0,0,Moderately alkaline
632,0.2,1.7,1.5,38.6,17.1,27.3,54.7,0.2,0.9,25.9,5.9,0.2,18.1,0,0,Neutral
634,0.4,2.8,1.4,9.8,7.5,40,52.5,0.2,1.6,4.4,3.2,0.9,8.9,0.2,0.1,Strongly alkaline
638,0.5,1.7,1.3,22,56.2,21.1,21.8,0.1,0.6,0,0.6,1.7,1.1,3.7,0.8,Strongly acidic
639,0.3,2.1,1.3,8.4,36.8,8.2,23.2,0.1,0.5,8.5,2.7,31.12,20.4,0.2,0.1,Neutral
640,0.8,2.5,1.5,26,42.8,19.3,38,0.1,0.8,6.2,3.1,0.2,13.5,0,0,Neutral
645,0.4,1.6,1.3,12.6,50.2,29.1,19.8,0.1,0.4,26.8,1.9,1.5,11.5,0.1,0.1,Moderately alkaline
646,0.3,3.2,1.5,28,44.8,4.2,19.2,0.3,0.4,3.2,0.4,0.6,37.8,0.3,0,Moderately acidic
647,0.2,1.3,1.5,48,43.5,29.1,26.5,0.1,1.1,34.2,4.4,0.6,35.2,0,0,Moderately alkaline
648,0.9,2.3,1.3,200,64.2,13.1,21.8,0.1,1.6,9.3,2.3,1.3,80.3,0.2,0,Moderately acidic
649,0.9,1.7,1.4,3.9,21.5,22,56.5,0.2,2.7,3.1,2.7,2.5,34,0.7,0.1,Moderately alkaline
650,0.8,1.7,1.5,3.9,15.5,22,62.5,0.1,0.9,3.6,3.3,4.2,30.6,1.2,0.1,Strongly alkaline
651,0.4,1.7,1.3,6.3,19.1,27.3,52.7,0.3,0.7,11.5,1.7,0.2,15.9,0,0,Moderately alkaline
653,0.2,3.3,1.3,25,33.5,6.2,28.5,0.2,1.5,7.6,1.1,2.5,39.7,0.4,0.1,Moderately acidic
654,0.3,2.8,1.5,33,61.5,15.1,22.5,0.1,2.5,6.8,4.1,1.1,20.9,0.2,0.1,Moderately acidic
655,0.2,1.1,1.8,36,48.2,25.1,25.8,0.1,0.7,2.9,2.1,0,8,0,0,Moderately acidic
656,0.1,1.1,1.6,3.2,28.2,20,51.8,0.1,0.8,5.3,1.4,1.1,38,0.3,0,Neutral
657,0.2,2.3,1.7,31.1,27.5,28,44.5,0.1,0.7,22.9,11.7,0.9,55.6,0.1,0,Moderately acidic
658,0.1,2.5,1.7,3.2,24.2,22,53.8,0.1,0.8,4.2,3.5,0.2,31,0.1,0,Moderately acidic
659,0.1,2.5,1.7,29.1,14.9,26,59.1,0.1,0.7,2.7,1,30.12,26.4,0,0,Moderately acidic
661,31.12,1.7,1.6,5.9,58.9,19.3,21.8,0.1,1.5,15.8,4.8,1.4,32.6,0.1,0,Neutral
664,0.3,2.6,1.3,27.1,26.8,16,57.2,0.1,1.1,30.7,7.4,1.5,43.9,0.1,0,Moderately alkaline
665,0.4,2.9,1.2,17.1,29.5,34.7,35.8,0.3,0.7,10.3,0.9,0.3,24.9,0,0,Moderately acidic
671,0.3,1.7,1.6,3.9,39.5,4,56.5,0.1,0.2,3.6,4.7,1.3,27.8,0.3,0,Moderately alkaline
672,0.2,1.2,1.7,12.2,8.2,26,65.8,0.1,0.8,2.5,0.3,0.1,19.7,0.1,0,Strongly acidic
673,0.1,1.5,1.8,2.2,16.2,26,57.8,0.1,1.9,6.1,2.2,0.2,30.2,0,0,Moderately alkaline
674,0.2,1.2,1.7,41,32.2,28,39.8,0.2,4.9,53.8,6.2,1.3,29.9,0,0,Moderately alkaline
675,0.2,1.5,1.6,2.2,18.2,24,57.8,0.1,31.12,4.6,1.8,1.6,40.8,0.5,0,Moderately alkaline
676,0.5,1.2,1.7,3.9,15.5,20,64.5,0.1,2.3,3.3,4.4,0.9,26.6,0.2,0,Neutral
677,0.9,2.9,1.3,12.9,16.2,20.2,31.8,0.1,1.5,35.1,5.2,2.3,22.9,0.1,0.1,Moderately alkaline
678,0.5,3.7,1.4,4.3,38.9,24,37.1,30.12,2.1,20.3,2,30.12,24.2,0,0,Moderately alkaline
679,0.4,2.1,1.5,2.1,20.8,32,47.2,0.1,1.4,22.1,9.7,2,36.2,0.1,0.1,Neutral
680,0.3,3.2,1.2,26,40.9,26,33.1,0.1,0.7,0.7,1.3,30.12,6.8,0,0,Moderately acidic
681,0.2,1.8,1.3,17.1,19.5,36.7,43.8,0.3,30.12,9.3,1.6,0.5,34.8,0.1,0,Strongly acidic
687,0.3,1.5,1.5,1.1,18.2,28,53.8,0.2,1.1,30.1,10.2,6.1,26,0.3,0.2,Moderately alkaline
688,0.5,4.6,1.4,1.1,16.9,22,61.1,0.2,0.4,1.7,8.9,30.12,19.6,0,0,Moderately acidic
690,0.1,1.1,1.5,29.1,10.9,26,63.1,0.3,0.7,3.8,0.9,30.12,23.4,0,0,Moderately alkaline
691,0.3,1.5,1.6,7.8,28,28,44,0.1,0.9,22.1,4.4,0.4,10.5,0,0,Strongly alkaline
692,0.3,1.5,1.7,5.9,20.2,50.7,29.1,0.1,2.4,8.1,2.2,0.1,19,0,0,Moderately alkaline
693,0.3,1.2,1.5,41,34.2,24,41.8,0.2,1.2,39.5,11.7,1.6,37.3,0.1,0,Moderately acidic
695,0.1,1.5,1.7,40,30.2,22,47.8,0.1,2.1,24.3,9.3,1.4,28.5,0.1,0,Neutral
698,0.4,2.1,1.4,6.4,25,44,31,0.1,1.7,24.2,5.8,1.6,21.9,0.1,0.1,Moderately alkaline
699,0.7,2.9,1.4,8.6,44,22,34,0.1,1.9,43.4,5.1,3.9,15,0.1,0.3,Moderately alkaline
700,0.4,2.4,1.3,16,77.5,5.1,16.5,0.1,0.2,2.1,1.1,30.12,1.8,0,0,Moderately acidic
701,0.2,2.1,1.3,16,59.5,15.1,24.5,0.1,1.5,3.4,6.5,0.3,12.4,0.1,0,Moderately acidic
704,0.1,0.4,1.4,42,35.5,32,32.5,0.1,1.1,3.1,3.8,0.6,21.6,0.2,0,Moderately alkaline
705,0.5,2.8,1.4,6.2,26.2,30,43.8,0.1,1.9,18.2,8.3,0.9,35.2,0.1,0,Moderately acidic
707,0.5,2.3,1.4,23.1,28.2,26.7,45.1,0.1,2.5,13.4,2.8,0,36.9,0,0,Moderately acidic
708,0.2,1.5,1.5,32,57.5,21.1,20.5,0.2,31.12,15.7,12.1,0.5,35.1,0,0,Moderately acidic
710,0.3,1.5,1.6,1.1,20.9,31.3,47.8,0.1,1.3,2.5,26.9,0.7,15.4,0,0,Moderately acidic
711,0.6,2.6,1.4,4.3,24.9,24,51.1,30.12,1.8,61.7,3.5,0,38,0,0,Moderately alkaline
712,0.3,31.12,1.4,6.4,38.2,6.2,23.8,0.1,0.7,15.9,5.1,0.7,21,0.1,0,Moderately acidic
713,0.8,5.1,1.4,8.6,16.8,50,33.2,0.1,1.3,9.9,6.4,4.7,32.5,0.6,0.1,Moderately alkaline
715,0.5,2.9,1.4,4.3,16.9,16,67.1,0.1,3.9,43.1,6.3,0.3,35.1,0,0,Moderately alkaline
716,0.2,2.1,1.2,5.1,4.2,58,37.8,30.12,1.5,15.2,8.1,1.5,19.3,0.1,0.1,Moderately alkaline
717,0.4,2.1,1.3,14,34,36,30,0.2,0.9,14.1,3.9,1.4,28.3,0.1,0,Neutral
718,0.3,2.1,1.3,8,24.3,3.3,12.7,0.1,0.3,1.9,2,0.6,2.1,0.3,0.3,Strongly alkaline
19.12,1.4,1.8,1.2,32,42.8,22,35.2,0.5,0.5,19.7,8.3,0.7,38.8,0,0,Moderately acidic
727,0.2,1.1,1.4,5.2,22.2,34,43.8,0.2,1.6,10.9,5.4,1,31.2,0.1,0,Moderately acidic
728,0.3,1.2,1.4,21,62.9,17.3,19.8,0.1,0.2,3.3,2.3,0.3,7.6,0.1,0,Moderately acidic
730,0.5,1.2,1.5,11.8,7.5,34.7,57.8,0.1,1.5,48.1,4.5,0.7,40.4,0,0,Moderately alkaline
731,0.2,1.5,1.6,5.2,28.2,36,35.8,0.3,2.2,17.6,12.7,2.9,50.5,0.2,0.1,Moderately acidic
1.1,1.3,0.7,1.4,12.9,58.2,27.1,13.8,0.1,0.6,3.4,1.8,0.3,9.6,0.1,0,Moderately acidic
734,0.6,5.1,1.4,4.3,12.9,41.3,45.8,0.2,1.8,70.1,7.5,0.7,59.9,0,0,Moderately alkaline
735,0.6,2.1,1.4,4.3,8.9,25.3,65.8,0.3,2.4,59.5,4.9,0.8,64.5,0,0,Moderately alkaline
736,0.5,2.1,1.4,4.3,34.2,44.7,21.1,0.1,2.1,16.3,3.7,0.6,28.2,0,0,Moderately acidic
738,0.3,2.9,1.3,18,40.2,24.7,35.1,0.1,0.7,7.8,3.6,0.2,22.6,0,0,Strongly acidic
739,0.3,4.7,1.1,13.1,8.2,21.3,70.5,0.1,5,53.4,14.5,20.2,37.2,0.5,0.5,Moderately alkaline
747,0.2,2.3,1.5,29,44.2,22.7,33.1,0.1,0.3,10.2,5.3,0.2,22,0,0,Moderately acidic
748,0.2,2.3,1.5,3.9,23.5,24,52.5,0.2,2.2,3.2,4.5,0.8,35.6,0.2,0,Moderately alkaline
749,0.2,2.3,1.4,3.2,20.2,30,49.8,0.2,0.4,4.3,0.6,30.12,20.2,0,0,Moderately acidic
751,0.5,2.3,1.4,8.6,24.8,26,49.2,0.1,0.8,13.1,7.7,0.6,46.9,0.1,0,Moderately acidic
752,0.5,2.6,1.4,8.6,28.2,42.7,29.1,0.1,0.6,74.3,7.3,5.4,11,0.1,0.5,Moderately alkaline
753,0.5,2.3,1.4,10.7,13.5,30,56.5,0.1,1.2,20.2,5.1,0.2,12.5,0,0,Strongly alkaline
754,0.6,1.8,1.4,8.6,6.8,56,37.2,0,0.8,8.4,5.9,2.1,25.5,0.3,0.1,Moderately acidic
755,0.4,4.6,1.3,28.2,37.5,6.2,24.5,0.1,0.9,2.9,3,0,9,0,0,Moderately acidic
758,0.6,4.2,1,8,42,26,32,0.1,0.6,14.1,7.4,0.9,28.1,0.1,0,Moderately alkaline
769,0.5,2.3,1.5,4.2,20.2,20,59.8,0.1,31.12,4.1,2.2,0,30,0,0,Neutral
770,0.1,2.3,1.5,26,32.9,26,41.1,0.4,0.8,1.7,7.3,0.1,16.4,0,0,Moderately acidic
771,0.5,2.3,1.3,28.2,12.8,22,65.2,0.1,0.7,27.7,1.2,0.1,37.5,0,0,Moderately alkaline
773,0.5,1.8,1.4,10.7,25.5,30,44.5,0.1,0.4,1.7,1.2,30.12,10.5,0,0,Strongly alkaline
774,0.6,31.12,1.7,4.3,28.2,44.7,27.1,30.12,2.4,16.8,5.1,0.6,27.4,0,0,Moderately acidic
775,0.6,2.1,1.5,8.6,54.8,4.2,9.2,0.1,1.3,7.4,2.1,0.7,18.6,0.1,0,Moderately acidic
777,0.6,1.8,1.5,8.6,26.8,40,33.2,0,31.12,9.4,3.4,0.4,23.5,0.1,0,Neutral
779,0.3,2.6,1.1,2.2,25.5,30,44.5,0.1,1.4,4.7,1.3,1.7,41.6,0.5,0,Moderately alkaline
780,0.2,2.9,1.1,8,20,50,30,0.1,0.8,14.7,5.3,0.9,27,0.1,0,Moderately alkaline
781,0.2,2.4,1.1,10,48.2,31.1,19.8,0.1,1.8,26.1,4.5,3.7,20.5,0.2,0.2,Moderately alkaline
785,0.4,2.7,1.3,3.1,18.2,40.7,41.1,0.1,2.1,19.2,11.6,0.3,36.8,0,0,Moderately acidic
787,0.1,2.8,1.3,19.5,8.8,18,73.2,0.2,0.9,42.4,1.6,0.1,38.9,0,0,Moderately alkaline
788,0.9,1.2,1.7,14.1,18.2,22.7,59.1,0.3,1.2,21.1,3.2,0.2,36.7,0,0,Neutral
789,0.4,1.5,1.7,4.3,32.2,44.7,23.1,0.1,2.6,18.8,4.1,0.4,28.7,0,0,Moderately acidic
790,0.5,1.2,1.7,19.3,41.5,34.7,23.8,0.2,0.5,8.4,4.3,0.6,18,0.1,0,Moderately acidic
791,0.6,1.2,1.6,6.4,44.2,2.2,21.8,0.1,1.8,12.6,4.7,0.7,19.3,0.1,0,Moderately acidic
792,0.3,1.8,1.5,6.4,34.2,26,39.8,0.1,2.3,29.7,12.9,39.6,19.8,1.7,2,Moderately alkaline
793,0.3,1.5,1.4,10.7,14.2,34,51.8,30.12,1.7,21.2,4.1,5.8,79.4,0.2,0.1,Strongly alkaline
794,0.4,2.1,1.6,12.9,4.2,22,73.8,0.1,1.2,11.2,8.8,3.3,38.3,0.1,0.1,Moderately alkaline
795,0.4,2.9,1.6,24.2,51.5,14,34.5,0.1,0.1,30.12,1.5,1.6,2.4,1.5,0.7,Strongly acidic
796,0.2,6.4,1.1,1.1,18.9,31.3,49.8,0.1,0.8,4.3,6.1,0.7,24.8,0.1,0,Neutral
797,0.2,1.8,1.2,14,42.2,22,35.8,0.1,1,34.8,6.4,1.1,20.6,0.1,0.1,Moderately alkaline
798,0.4,1.8,1,27.1,20.8,24,55.2,0,0.4,5.4,1.7,0.6,27.9,0.2,0,Strongly acidic
802,0.1,3.1,1.4,30.1,27.5,16,56.5,0.2,0.6,3.5,5,0.1,25.6,0,0,Moderately acidic
803,1.1,1.2,1.4,42.3,32.2,6.2,29.8,0.1,1.7,10.5,1.1,1.1,25.3,0.1,0,Strongly acidic
804,0.1,2.9,1.6,10.1,36.2,20,43.8,0.1,2.3,46.1,5.3,0.8,29.9,0,0,Moderately alkaline
805,0.1,2.6,1.6,10.1,40.2,18,41.8,0.1,1.7,47.2,5.5,0.6,31.1,0,0,Moderately alkaline
808,0.5,2.3,1.6,8.6,12.2,22.7,65.1,0.1,1.8,48.1,2.4,0.9,30.3,0,0,Moderately alkaline
809,0.4,2.6,1.5,6.4,10.2,44,45.8,0.1,0.5,20.5,6.6,1.3,26.5,0.1,0.1,Moderately alkaline
810,0.4,2.1,1.6,30.2,24.9,15.3,59.8,0.1,1.1,4.9,5.9,1.5,36.6,0.3,0,Moderately acidic
811,0.3,2.9,1.7,26.2,31.5,41.3,27.2,0.2,1.4,6.3,2.1,0.1,11,0,0,Moderately acidic
812,0.3,2.9,1.5,26.2,27.5,31.3,41.2,0.2,0.9,15.6,7.6,0.1,22.6,0,0,Moderately acidic
813,0.3,2.9,1.1,26,47.5,29.1,22.5,0.2,0.7,3.1,1.1,1.5,17.1,0.5,0.1,Moderately acidic
819,0.3,2.3,1.4,58,68.9,17.3,13.8,0.1,1.9,8.7,2.7,0.3,16.5,0.1,0,Neutral
820,0.3,1.8,1.4,3.2,12.2,30,57.8,0.1,1.5,3.7,4.2,1.9,23,0.5,0.1,Moderately alkaline
822,0.6,3.7,1.4,0,44.9,27.3,27.8,0.1,2.5,36.5,9.4,1.3,26.3,0.1,0.1,Moderately alkaline
823,0.4,1.8,1.5,4.3,16.2,42.7,41.1,0.1,2.7,16.7,13.5,0.4,33.6,0,0,Moderately acidic
824,0.4,2.9,1.7,26.2,33.5,25.3,41.2,0.3,5.2,37.8,13.5,0.5,30.2,0,0,Moderately alkaline
825,0.3,3.5,1.6,30.2,18.9,19.3,61.8,0.1,1.1,4.8,6.3,1.5,35.8,0.3,0,Neutral
827,0.3,2.1,1.1,4,32.8,26,41.2,0.1,0.7,3.4,2.1,0.3,18,0.1,0,Strongly acidic
828,0.2,2.9,1.1,22,68.2,13.1,17.8,0.1,0.2,0,0.7,1.6,1.8,3.3,0.9,Strongly acidic
831,0.4,2.1,1.2,19.9,71.5,13.1,14.5,0,0.6,31.12,1.1,0.4,0.9,0.4,0.4,Moderately acidic
833,0.2,1.8,1.5,6,56.9,25.3,17.8,0.2,1.4,15.1,2.9,0.5,20.8,0,0,Moderately acidic
834,31.12,3.2,1.1,140.9,22,38,40,0.4,0.9,50.1,4.9,0.6,39.7,0,0,Moderately alkaline
835,0.2,31.12,1.4,90.6,22.8,18,59.2,30.12,1.1,63.7,6.1,1.3,69.2,0,0,Moderately alkaline
839,0.2,0.7,1.6,4.3,54.9,23.3,21.8,0.1,2.9,21.3,2,31.12,27.7,0.1,0,Moderately alkaline
840,0.6,2.1,1.5,NA,56.2,2.2,9.8,30.12,1.4,19.6,0.6,0.1,7,0,0,Moderately alkaline
841,0.7,1.5,1.5,19.3,47.5,30.7,21.8,0.2,0.4,8.6,5.9,1.3,17.1,0.2,0.1,Moderately acidic
842,0.9,0.7,1.6,6.4,14.2,22,63.8,0.1,1.9,41.7,11.4,1.9,54.1,0.1,0,Moderately alkaline
843,0.3,3.8,1.6,NA,62.2,19.1,17.8,0.1,1.4,3.8,2.3,0.2,6.2,0,0,Strongly acidic
844,0.3,3.5,1.6,28.2,25.1,17.3,56.7,0.1,0.9,13.4,0.5,0.6,26.1,0.1,0,Neutral
24.4,6.7,2.1,1.7,22.1,8.2,24,67.8,0.2,1.7,5.7,14.2,5.1,25.7,0.5,0.2,Strongly alkaline
851,0.3,1.2,1.5,78.5,44.9,19.8,35.2,0.1,1.3,47.1,1.1,0.7,31.8,0,0,Strongly alkaline
852,0.3,2.3,1.4,NA,38.2,2.2,27.8,0.1,3.2,28.1,4.6,0.3,17.9,0,0,Moderately alkaline
853,0.4,31.12,1.5,29.2,34,33.3,32.7,0,0.8,17.2,1.7,0.4,9.5,0,0,Moderately acidic
855,0.4,2.7,1.6,26.2,73.5,7.3,19.2,0.1,0.9,6.1,1.9,30.12,7.4,0,0,Moderately acidic
856,0.3,1.8,1.1,1.1,22.9,25.3,51.8,0.1,31.12,5.2,3.9,0.1,30.2,0,0,Neutral
857,0.2,2.7,1.3,4.1,36.9,33.3,29.8,0.1,1.8,19.2,2.4,1.5,41.7,0.1,0,Moderately acidic
858,0.4,4.1,1.1,4.1,49.5,29.1,20.5,0.1,2.8,8.4,2.4,0.5,28.6,0.1,0,Moderately acidic
859,0.6,5.7,1.2,2,36.2,18,45.8,0.1,0.9,2.7,0.8,0.1,20.4,0.1,0,Moderately acidic
860,0.3,4.1,1.3,2.9,22.9,29.3,47.8,0.1,1.1,17.3,8.9,2,36,0.1,0.1,Neutral
863,0.3,5.6,1.3,42.9,57.5,21.1,20.5,0.1,1.1,2.1,14.7,0,7,0,0,Neutral
864,0.3,1.3,1.5,19.9,71.5,16.7,11.8,0,0.1,1.1,1.1,0.3,7.8,0.2,0,Moderately acidic
866,0.4,1.2,1.4,140.9,44.2,4.2,19.8,30.12,1.2,15.3,3.8,0.1,16.1,0,0,Moderately alkaline
868,0.5,2.1,1.5,24.2,47.5,2.2,18.5,0.2,0.8,0,0.9,1.7,2.6,2.6,0.6,Moderately acidic
870,0.5,6.1,1.1,8,4,58,38,0.1,0.9,16.3,6.8,31.12,28.9,0.1,0,Neutral
